id,model,focus,coverage
9763,BERT,-1.2822538824631573,-1.0463777972737034
9763,PG,-1.2283259330338352,-0.7939431663173359
9907,BERT,0.25548060149236423,-0.6810883126235607
9907,PG,0.40698161320793774,1.3795116227269542
9960,BERT,0.8946113371616766,2.4470641639779456
9960,PG,-0.942586674209768,-1.0004643705443153
10074,BERT,0.5497295311193279,2.449558730661645
10074,PG,-0.3472591108991169,-0.40890698827875066
10240,BERT,0.27461041400613045,0.11490524521017305
10240,PG,0.2001440874822912,-0.01603259623075623
10271,BERT,1.1204505602402808,1.1012957203900395
10271,PG,-0.07228710157139767,0.07745697831673153
10486,BERT,-0.8066281417307853,-0.9069195507923884
10486,PG,-0.6211267257487054,-0.8661053774316727
10842,BERT,0.09983409868552927,-0.1906667968794836
10842,PG,-0.03829185705870236,-0.1737559061783256
10851,BERT,0.0925595908685016,0.5100433140463088
10851,PG,1.5175253963414146,0.04691350307638039
11077,BERT,-0.8397673769914569,-0.16762024187908986
11077,PG,-0.3389373433898941,0.3089004214819381
11197,BERT,-0.6211267257487054,-0.7565371425911054
11197,PG,-1.0234210839090094,-1.0463777972737034
11396,BERT,0.0777395324923506,-0.08250472337970684
11396,PG,-1.0004643705443153,-0.8701298676871408
11440,BERT,-0.9775076571796212,-0.848089430723534
11440,PG,-0.25127110060759256,-0.9315942304502332
11464,BERT,1.7793001306364633,0.04239654995030662
11464,PG,-0.1582679678238524,-0.6044138698365306
11471,BERT,-0.6044138698365306,-1.156422000461406
11471,PG,-0.4459316378876244,-0.14220368176001175
11638,BERT,0.17152285813427218,-0.3480230599313012
11638,PG,-0.4500966439026249,-0.4717206794074753
11839,BERT,1.4887334057613726,0.533650741716475
11839,PG,1.1377647224509333,1.5404821097061083
11865,BERT,-0.5296840889268906,-0.5877010139243558
11865,PG,-0.5806974553274292,-0.0905178896886304
11974,BERT,0.06314367677457311,-0.09512055086355437
11974,PG,0.2299182957930927,0.2414915409459494
12309,BERT,-0.045634309734321865,-0.4150229811533812
12309,PG,-0.4401102228129321,0.19283650785178275
12456,BERT,-0.0007004840613913378,-0.3579429190509143
12456,PG,0.40440873090773866,0.2172059845918745
12466,BERT,0.19283650785178275,1.44132190904186
12466,PG,-1.2822538824631573,-0.8701298676871408
12558,BERT,-0.14189275959848147,1.3875215329514383
12558,PG,0.11092677981180896,0.002292989633229381
12592,BERT,0.8321675957581117,3.0456288303638286
12592,PG,1.1370153137742511,3.0456288303638286
12799,BERT,-0.3548306465023597,-0.942586674209768
12799,PG,-0.681510615626847,-0.2159077424887612
13341,BERT,-0.942586674209768,-0.6324925802016783
13341,PG,-0.4980747968221997,0.05325683807607207
13450,BERT,-0.4161910299350161,-0.4833276094981538
13450,PG,-1.0234210839090094,-0.7604114982609813
13453,BERT,-0.33988543374999497,-0.007411247760320705
13453,PG,-0.6044138698365306,-0.6074344594643168
13512,BERT,1.1450252239987349,0.5822376952000382
13512,PG,-0.32203550159821964,0.795651097534457
13576,BERT,0.6903925962501213,-0.30844710450360363
13576,PG,-0.9723861000842554,-0.4643466494517721
13758,BERT,-1.1833859751760667,-1.1833859751760667
13758,PG,-0.5872230027364903,-0.6333648442100884
13767,BERT,-0.19428666875574727,-0.3388736944085127
13767,PG,-0.6211267257487054,-0.30431613778583955
13836,BERT,1.7183409957791052,1.0791368705033195
13836,PG,-0.2581832596277802,0.6840389557303057
13851,BERT,0.4716127003232204,0.5505154852714024
13851,PG,0.3931157589553034,-0.1836176807616084
14015,BERT,0.03360546167985734,-0.22474858201846906
14015,PG,-0.8998885288885412,-0.8701298676871408
14481,BERT,-0.4317122872087712,-0.453998166626957
14481,PG,0.7321610135026351,0.7782592958060887
14524,BERT,0.679810217782729,0.6020152924201496
14524,PG,-0.4851995038674206,0.1918503773697372
14580,BERT,2.3999943771417467,1.7942352953502991
14580,PG,-0.3065269106595147,-0.5488823001265722
14634,BERT,1.0661904454561024,0.5270704053189309
14634,PG,-0.2600663431655242,-0.7972612645577506
14635,BERT,-0.06710824814136937,-0.6211267257487054
14635,PG,-0.7268548509456744,-0.4280878912017492
15063,BERT,-0.4798482448230246,-0.5375624461878312
15063,PG,-0.32450289380262204,-0.935315436439402
15238,BERT,1.5065253755332055,1.5551333108888925
15238,PG,-0.3648253832954338,-0.2461086110376245
15273,BERT,0.06710609668881623,0.4745354852658494
15273,PG,0.022256229303302733,0.12868513575621068
15368,BERT,-0.6501446496126836,-1.1654099920329597
15368,PG,-0.8070605315135714,-0.2532243310730259
15464,BERT,-0.9723861000842554,0.19283650785178275
15464,PG,0.6875289781152976,0.8262172493653163
15542,BERT,-0.8054167754195788,-0.6823083881568128
15542,PG,-0.2070213059872772,-0.7191531235450882
15620,BERT,0.010777872620955678,-0.4369287307314571
15620,PG,0.8283792400893338,0.2511048816413509
15654,BERT,1.3981099155656689,0.5350231530572968
15654,PG,-0.4812628600147435,0.8129878461532023
15671,BERT,-0.925004771904868,-0.6211267257487054
15671,PG,-0.8010467074454173,-0.5609572070429434
15750,BERT,-0.6211267257487054,-0.6211267257487054
15750,PG,0.4266329896041525,0.3391806106259894
