id,model,score
6576,BERT,0.5826272462482173
8625,PG,-0.8798153147680322
10632,PG,-0.5251885294079509
8191,PG,1.0850957845469442
7391,BERT,-0.2479571340672976
8200,BERT,0.6369957492121853
1332,BERT,-0.21745746348789197
7225,BERT,-0.28526063367222143
6653,PG,0.5920616184355216
12092,PG,1.423298283185294
5650,PG,1.3608469803365957
12719,PG,-1.5031308969722696
8543,PG,0.4535380749330192
11736,BERT,-0.8562230204139741
860,PG,1.4319934938026815
145,BERT,-1.5545309225852975
10098,PG,1.5197274941974885
5749,BERT,-0.280295066804673
11042,PG,0.9867343045086642
12733,PG,1.4768700670809576
6880,PG,-0.28155349491768183
7796,BERT,-1.0296718750418428
7321,PG,0.13981292893546812
6077,PG,1.2625829314983041
12393,BERT,-0.74310889127307
6169,BERT,1.5197274941974885
4872,PG,-0.15217586866278035
11736,PG,-0.22876353719941314
12650,PG,1.0225681586269149
312,BERT,0.4478574306059222
5034,PG,-0.6264484129853601
7249,BERT,0.5181716901286827
10630,PG,-0.36435698094802865
11272,BERT,-0.41818939625067103
7707,PG,-0.8796708801339852
1897,BERT,-1.158244156391435
917,BERT,-0.9975288047044447
3974,PG,0.4647736605043386
9946,BERT,-1.1372497944896969
7469,PG,-1.0193918699192372
1678,PG,1.4671218448148682
6219,BERT,-1.139732577923471
6052,PG,0.966132043984366
521,PG,1.2760219375452466
5899,PG,0.3634139351276842
728,BERT,0.7027774306790545
263,PG,1.4417417160687709
1271,BERT,-0.028507236317994344
6566,BERT,-0.3105793895628133
402,BERT,0.11804180398817317
951,PG,-1.2252993178406582
5801,BERT,-0.5546862174977739
1271,PG,-0.06209999407815842
9781,BERT,-0.8449985165673674
11910,PG,0.15547576176353772
7321,BERT,-0.892178512710999
8625,BERT,-0.7743801268809164
6115,PG,-0.6750202346270501
9644,PG,-0.5518726013060183
5801,PG,-0.3981245374000219
641,PG,1.7148245361674572
6219,PG,-0.8749946839685997
4770,PG,-1.0159304092157633
9274,BERT,0.6437227162414322
6880,BERT,-0.5995667386329334
4001,BERT,0.4151898618087422
8200,PG,-0.3241886197133294
1678,BERT,2.1083771456243765
7192,PG,-0.3611922598725677
12699,BERT,-1.2252993178406582
3053,BERT,0.23358246678330444
6738,PG,-0.5172119641380226
4663,BERT,-0.37135577599858216
337,BERT,0.1632420619894157
12497,BERT,-0.4490728379096158
8784,BERT,-0.6224689992254208
12503,BERT,-0.22568198679229545
11605,PG,0.13629351213840424
9836,BERT,-0.7084342814037704
12497,PG,-0.46247552242767404
11272,PG,-0.6422104510340619
3236,PG,-0.7156193876790923
344,BERT,-0.12830183268081838
2768,BERT,2.005878436353712
7260,BERT,-0.38959356682430624
860,BERT,1.9042871993247739
1983,BERT,0.1006148219786391
6653,BERT,0.13095180168312257
11356,PG,-0.003809562845451142
3269,PG,-1.2439281600502716
10013,PG,0.400958101902664
7801,BERT,1.0430594624234022
8543,BERT,0.32119088854437816
7088,BERT,0.5552192102466283
8562,PG,-1.0738030004333707
5034,BERT,0.10524240314664501
4492,PG,-0.3939275694335103
5521,BERT,-0.6673658176212743
11837,PG,1.728513532484125
5869,PG,0.21220742654996924
641,BERT,0.7075600100909961
11564,PG,0.51488338151016
11495,BERT,0.6592184346716096
145,PG,-1.4064283857451862
11564,BERT,-1.0713654587137904
5730,PG,-0.17160515499053042
5788,PG,-0.8377800580413547
4663,PG,-1.0104507336255952
11312,PG,1.3204451219756113
12310,BERT,-1.081427934355357
10544,BERT,0.06738358637982879
10363,PG,-0.5602928199701912
11915,PG,1.2208432180198792
7445,BERT,1.4751044652530219
10186,BERT,1.8668659034587847
10013,BERT,1.1286102392992896
11260,BERT,0.7461281906719952
1348,PG,-1.0125643526018986
4472,BERT,-0.7157346593694461
11495,PG,1.8668659034587847
4001,PG,1.6024342063363164
11190,BERT,-0.47901337720202575
4472,PG,-0.6979502995969131
5788,BERT,-0.8095251435375376
10544,PG,-0.46040528363874617
917,PG,-0.4357750376386047
1208,PG,-0.7179910945336063
2659,PG,-1.3064282468560082
7707,BERT,-0.4890758528435925
12699,PG,-0.4446718446323799
11356,BERT,-0.5195030461651293
11910,BERT,-0.17963816800223373
3053,PG,0.19936143836798767
402,PG,1.6480021133715586
7886,PG,0.22605276452933318
7088,PG,1.4762207561167606
8777,PG,0.5197861331131097
5899,BERT,-0.5088520888874509
6476,PG,1.2516174639640603
3427,BERT,-1.0284336208179026
10630,BERT,-1.166402216354383
6738,BERT,-0.7746716819786474
654,PG,-0.14906172275407267
7886,BERT,-0.31427471435890825
4284,PG,0.20371905264898185
9267,BERT,-0.15122091963397696
4872,BERT,-0.5955168197513733
10026,PG,1.602861589005288
11208,PG,-0.41922546219819345
5650,BERT,1.7897857459723976
11190,PG,0.35028500383834754
7607,BERT,-0.14906172275407267
4492,BERT,-1.2220755893474842
6476,BERT,-0.4700908238091183
7607,PG,-0.6835854939235922
3236,BERT,-1.2122844770613581
12393,PG,0.009081387782854796
8557,BERT,0.37970967709963893
3112,PG,-0.77111321407053
8191,BERT,-1.1370288794960055
12650,BERT,-0.3540314539316071
10909,PG,-0.35548206136273414
1983,PG,0.08592497211294858
11605,BERT,-1.2248270766555838
263,BERT,-0.14986870335409055
6585,BERT,-0.6080594193455986
4036,BERT,1.7521579471897215
2847,BERT,-0.7906954386427817
7192,BERT,0.4686713748025761
6585,PG,-0.2127704170617457
2768,PG,1.7897857459723976
8784,PG,-1.0284336208179026
5570,BERT,-1.216572614731285
8777,BERT,-0.39324723947902446
11915,BERT,1.2314429489636132
12733,BERT,1.6518171504359174
10026,BERT,1.7897857459723976
9644,BERT,-1.166402216354383
7445,PG,1.2901382862774546
