id,text1,text2
DE-7966-REFERENCE-SYSTEM-BERT,"manche freuten sich ""grandios"", andere waren ""zu tränen gerührt"".
spd, cdu und grüne rühmen ihren koalitionsvertrag, der viele versprechungen birgt.","brandenburgs ministerpräsident dietmar woidke spricht von einem [unk] [unk] jahrzehnt der investitionen ' ' für die kinder - und fordert eine milliarde euro zusätzlicher schulden .
"
DE-9576-SYSTEM-REFERENCE-PG,"offiziell reden kreuzfahrtgesellschaften ungern über seegang , monsterwellen und wirbelstürme .
es könnte den passagieren den ferienspaß verderben .
unvorbereitet sind reedereien aber nicht .
für sie steht die wahl der richtigen route ganz oben auf der prioritätenliste .
","nautiker überwachen in ""fleet operations centern"" wetterphänomene weltweit.
sie beraten die kaptitäne dabei, wie sie große und für das schiff gefährliche stürme umfahren können."
DE-9576-REFERENCE-SYSTEM-PG,"nautiker überwachen in ""fleet operations centern"" wetterphänomene weltweit.
sie beraten die kaptitäne dabei, wie sie große und für das schiff gefährliche stürme umfahren können.","offiziell reden kreuzfahrtgesellschaften ungern über seegang , monsterwellen und wirbelstürme .
es könnte den passagieren den ferienspaß verderben .
unvorbereitet sind reedereien aber nicht .
für sie steht die wahl der richtigen route ganz oben auf der prioritätenliste .
"
DE-9576-SYSTEM-REFERENCE-BERT,"offiziell reden kreuzfahrtgesellschaften ungern über seegang , monsterwellen und wirbelstürme .
es könnte den passagieren den ferienspaß verderben .
unvorbereitet sind reedereien aber nicht .
für sie steht die wahl der richtigen route ganz oben auf der prioritätenliste .
extreme wetterphänomene wie jüngst der hurrikan dorian nehmen weltweit zu .
sie lassen sich aber austricksen .
","nautiker überwachen in ""fleet operations centern"" wetterphänomene weltweit.
sie beraten die kaptitäne dabei, wie sie große und für das schiff gefährliche stürme umfahren können."
DE-9576-REFERENCE-SYSTEM-BERT,"nautiker überwachen in ""fleet operations centern"" wetterphänomene weltweit.
sie beraten die kaptitäne dabei, wie sie große und für das schiff gefährliche stürme umfahren können.","offiziell reden kreuzfahrtgesellschaften ungern über seegang , monsterwellen und wirbelstürme .
es könnte den passagieren den ferienspaß verderben .
unvorbereitet sind reedereien aber nicht .
für sie steht die wahl der richtigen route ganz oben auf der prioritätenliste .
extreme wetterphänomene wie jüngst der hurrikan dorian nehmen weltweit zu .
sie lassen sich aber austricksen .
"
DE-7247-SYSTEM-REFERENCE-PG,"japans team ist ein bewährter außenseiter , das letztlich wie bestellt ablief .
die russen hatten starke erste minuten , aber am ende waren sie chancenlos .
30:10 für alle in rot-weiß .
applaus .
sprechchöre des dankes .
","die wm in japan ist die erste in asien, das gibt dem turnier nicht nur wirtschaftlichen reiz.
der gastgeber ist bewährter außenseiter - vor vier jahren gelang ein denkwürdiger erfolg, der aber auch probleme mit sich brachte."
DE-7247-REFERENCE-SYSTEM-PG,"die wm in japan ist die erste in asien, das gibt dem turnier nicht nur wirtschaftlichen reiz.
der gastgeber ist bewährter außenseiter - vor vier jahren gelang ein denkwürdiger erfolg, der aber auch probleme mit sich brachte.","japans team ist ein bewährter außenseiter , das letztlich wie bestellt ablief .
die russen hatten starke erste minuten , aber am ende waren sie chancenlos .
30:10 für alle in rot-weiß .
applaus .
sprechchöre des dankes .
"
DE-7247-SYSTEM-REFERENCE-BERT,"japans rugby - spieler hatten den perfekten einstieg in ein turnier gefunden , das etwas besonderes werden soll .
","die wm in japan ist die erste in asien, das gibt dem turnier nicht nur wirtschaftlichen reiz.
der gastgeber ist bewährter außenseiter - vor vier jahren gelang ein denkwürdiger erfolg, der aber auch probleme mit sich brachte."
DE-7247-REFERENCE-SYSTEM-BERT,"die wm in japan ist die erste in asien, das gibt dem turnier nicht nur wirtschaftlichen reiz.
der gastgeber ist bewährter außenseiter - vor vier jahren gelang ein denkwürdiger erfolg, der aber auch probleme mit sich brachte.","japans rugby - spieler hatten den perfekten einstieg in ein turnier gefunden , das etwas besonderes werden soll .
"
DE-8920-SYSTEM-REFERENCE-PG,"der fc bayern gewinnt in der zweiten runde den dfb-pokals beim vfl bochum jedenfalls erzählt .
die bayern haben den zweitligisten `` hergespielt , das war gut , richtig gut '' , sagt manuel neuer .
","die bayern ringen nach dem glücklichen sieg im dfb-pokal beim zweitligisten bochum um fassung.
trainer kovac und kapitän neuer finden deutliche worte."
DE-8920-REFERENCE-SYSTEM-PG,"die bayern ringen nach dem glücklichen sieg im dfb-pokal beim zweitligisten bochum um fassung.
trainer kovac und kapitän neuer finden deutliche worte.","der fc bayern gewinnt in der zweiten runde den dfb-pokals beim vfl bochum jedenfalls erzählt .
die bayern haben den zweitligisten `` hergespielt , das war gut , richtig gut '' , sagt manuel neuer .
"
DE-8920-SYSTEM-REFERENCE-BERT,"der kapitän des fc bayern hat nach dem 2 : 1 in der zweiten runde des dfb - pokals in bochum jedenfalls erzählt , wie er sich die medienberichte vorstellt .
","die bayern ringen nach dem glücklichen sieg im dfb-pokal beim zweitligisten bochum um fassung.
trainer kovac und kapitän neuer finden deutliche worte."
DE-8920-REFERENCE-SYSTEM-BERT,"die bayern ringen nach dem glücklichen sieg im dfb-pokal beim zweitligisten bochum um fassung.
trainer kovac und kapitän neuer finden deutliche worte.","der kapitän des fc bayern hat nach dem 2 : 1 in der zweiten runde des dfb - pokals in bochum jedenfalls erzählt , wie er sich die medienberichte vorstellt .
"
DE-10657-SYSTEM-REFERENCE-PG,"für das geschäftstüchtige hamburg war die elbe über sehr lange zeit einfach eine verkehrsfläche .
trotz später massiv erzeugter hafenromantik wurde die wasserkante der stadt zur elbe über jahrhunderte doch vor allem als wirtschaftsraum definiert und entsprechend bebaut .
","der hochweg zwischen landungsbrücken und hafencity ist hamburgs wichtigster boulevard.
dank zaha hadid wurde er weltläufig und lebendig - und hat für besucher doch tücken."
DE-10657-REFERENCE-SYSTEM-PG,"der hochweg zwischen landungsbrücken und hafencity ist hamburgs wichtigster boulevard.
dank zaha hadid wurde er weltläufig und lebendig - und hat für besucher doch tücken.","für das geschäftstüchtige hamburg war die elbe über sehr lange zeit einfach eine verkehrsfläche .
trotz später massiv erzeugter hafenromantik wurde die wasserkante der stadt zur elbe über jahrhunderte doch vor allem als wirtschaftsraum definiert und entsprechend bebaut .
"
DE-10657-SYSTEM-REFERENCE-BERT,"für das geschäftstüchtige hamburg war die elbe über sehr lange zeit einfach eine verkehrsfläche .
trotz später massiv erzeugter hafenromantik wurde die wasserkante der stadt zur elbe über jahrhunderte doch vor allem als wirtschaftsraum definiert und entsprechend bebaut .
","der hochweg zwischen landungsbrücken und hafencity ist hamburgs wichtigster boulevard.
dank zaha hadid wurde er weltläufig und lebendig - und hat für besucher doch tücken."
DE-10657-REFERENCE-SYSTEM-BERT,"der hochweg zwischen landungsbrücken und hafencity ist hamburgs wichtigster boulevard.
dank zaha hadid wurde er weltläufig und lebendig - und hat für besucher doch tücken.","für das geschäftstüchtige hamburg war die elbe über sehr lange zeit einfach eine verkehrsfläche .
trotz später massiv erzeugter hafenromantik wurde die wasserkante der stadt zur elbe über jahrhunderte doch vor allem als wirtschaftsraum definiert und entsprechend bebaut .
"
DE-7723-SYSTEM-REFERENCE-PG,"noch vor wenigen jahrzehnten waren jaguare von zentralargentinien über mittelamerika bis in den süden der usa verbreitet .
mit ausnahme von verschiedenen schutzgebieten sind sie inzwischen fast überall selten geworden .
in brasilien stehen die reviere der jaguare in flammen .
im pantanal sind sie halbwegs sicher - noch .
dabei ist die raubkatze ein touristenmagnet und somit garant für ein millionengeschäft .
","in brasilien stehen die reviere der jaguare in flammen.
im pantanal sind sie halbwegs sicher - noch.
dabei ist die raubkatze ein touristenmagnet und somit garant für ein millionengeschäft."
DE-7723-REFERENCE-SYSTEM-PG,"in brasilien stehen die reviere der jaguare in flammen.
im pantanal sind sie halbwegs sicher - noch.
dabei ist die raubkatze ein touristenmagnet und somit garant für ein millionengeschäft.","noch vor wenigen jahrzehnten waren jaguare von zentralargentinien über mittelamerika bis in den süden der usa verbreitet .
mit ausnahme von verschiedenen schutzgebieten sind sie inzwischen fast überall selten geworden .
in brasilien stehen die reviere der jaguare in flammen .
im pantanal sind sie halbwegs sicher - noch .
dabei ist die raubkatze ein touristenmagnet und somit garant für ein millionengeschäft .
"
DE-7723-SYSTEM-REFERENCE-BERT,"in brasilien stehen die reviere der jaguare in flammen .
im pantanal sind sie halbwegs sicher - noch .
dabei ist die raubkatze ein touristenmagnet und somit garant für ein millionengeschäft .
die straße zum herrscher des dschungels führt in den morast .
","in brasilien stehen die reviere der jaguare in flammen.
im pantanal sind sie halbwegs sicher - noch.
dabei ist die raubkatze ein touristenmagnet und somit garant für ein millionengeschäft."
DE-7723-REFERENCE-SYSTEM-BERT,"in brasilien stehen die reviere der jaguare in flammen.
im pantanal sind sie halbwegs sicher - noch.
dabei ist die raubkatze ein touristenmagnet und somit garant für ein millionengeschäft.","in brasilien stehen die reviere der jaguare in flammen .
im pantanal sind sie halbwegs sicher - noch .
dabei ist die raubkatze ein touristenmagnet und somit garant für ein millionengeschäft .
die straße zum herrscher des dschungels führt in den morast .
"
DE-2756-SYSTEM-REFERENCE-PG,"die deutsche bank in frankfurt .
eigentlich wollen sich die turmherren mehr um die kunden kümmern .
nun erhöht die bank erst mal die preise .
künftig soll für die deutsche bank wieder der kunde im mittelpunkt stehen , so hatte es vorstandschef christian sewing anfang juli klargemacht .
","das frankfurter geldinstitut hat eine neue strategie versprochen: weniger zocken, mehr normales geschäft.
für einen teil der kunden wird das nun teuer."
DE-2756-REFERENCE-SYSTEM-PG,"das frankfurter geldinstitut hat eine neue strategie versprochen: weniger zocken, mehr normales geschäft.
für einen teil der kunden wird das nun teuer.","die deutsche bank in frankfurt .
eigentlich wollen sich die turmherren mehr um die kunden kümmern .
nun erhöht die bank erst mal die preise .
künftig soll für die deutsche bank wieder der kunde im mittelpunkt stehen , so hatte es vorstandschef christian sewing anfang juli klargemacht .
"
DE-2756-SYSTEM-REFERENCE-BERT,"die deutsche bank in frankfurt .
eigentlich wollen sich die turmherren mehr um die kunden kümmern .
nun erhöht die bank erst mal die preise .
","das frankfurter geldinstitut hat eine neue strategie versprochen: weniger zocken, mehr normales geschäft.
für einen teil der kunden wird das nun teuer."
DE-2756-REFERENCE-SYSTEM-BERT,"das frankfurter geldinstitut hat eine neue strategie versprochen: weniger zocken, mehr normales geschäft.
für einen teil der kunden wird das nun teuer.","die deutsche bank in frankfurt .
eigentlich wollen sich die turmherren mehr um die kunden kümmern .
nun erhöht die bank erst mal die preise .
"
DE-6961-SYSTEM-REFERENCE-PG,"auf dem zettel , den der mann ans fenster hielt , stand : `` ich kann nicht lange genug die luft anhalten , um dir zu sagen , was ich alles an dir liebe . ''
im urlaub in tansania tauchte der mann unter , um seiner freundin seine liebe zu zeigen .
warum er nicht zurück an die wasseroberfläche kam , ist noch unklar .
","im urlaub in tansania tauchte der mann unter, um seiner freundin seine liebe zu zeigen.
warum er nicht zurück an die wasseroberfläche kam, ist noch unklar."
DE-6961-REFERENCE-SYSTEM-PG,"im urlaub in tansania tauchte der mann unter, um seiner freundin seine liebe zu zeigen.
warum er nicht zurück an die wasseroberfläche kam, ist noch unklar.","auf dem zettel , den der mann ans fenster hielt , stand : `` ich kann nicht lange genug die luft anhalten , um dir zu sagen , was ich alles an dir liebe . ''
im urlaub in tansania tauchte der mann unter , um seiner freundin seine liebe zu zeigen .
warum er nicht zurück an die wasseroberfläche kam , ist noch unklar .
"
DE-6961-SYSTEM-REFERENCE-BERT,"im urlaub in tansania tauchte der mann unter , um seiner freundin seine liebe zu zeigen .
warum er nicht zurück an die wasseroberfläche kam , ist noch unklar .
","im urlaub in tansania tauchte der mann unter, um seiner freundin seine liebe zu zeigen.
warum er nicht zurück an die wasseroberfläche kam, ist noch unklar."
DE-6961-REFERENCE-SYSTEM-BERT,"im urlaub in tansania tauchte der mann unter, um seiner freundin seine liebe zu zeigen.
warum er nicht zurück an die wasseroberfläche kam, ist noch unklar.","im urlaub in tansania tauchte der mann unter , um seiner freundin seine liebe zu zeigen .
warum er nicht zurück an die wasseroberfläche kam , ist noch unklar .
"
DE-5901-SYSTEM-REFERENCE-PG,"wenn naomi campbell ins flugzeug steigt , gehören zu ihren ständigen begleitern : einweghandschuhe , desinfektionstücher , mundschutz .
`` fly safe '' , mahnte das model mitte juli auf twitter und führte vor , wie sie sich seit jahren vor erkältungen schützt - was bei gewöhnlichen flugpassagieren für verwunderung sorgte und im netz für häme .
","atemschutzmasken helfen gegen pollen, feinstaub und smog.
inzwischen müssen sie auch noch gut aussehen - smog couture eben."
DE-5901-REFERENCE-SYSTEM-PG,"atemschutzmasken helfen gegen pollen, feinstaub und smog.
inzwischen müssen sie auch noch gut aussehen - smog couture eben.","wenn naomi campbell ins flugzeug steigt , gehören zu ihren ständigen begleitern : einweghandschuhe , desinfektionstücher , mundschutz .
`` fly safe '' , mahnte das model mitte juli auf twitter und führte vor , wie sie sich seit jahren vor erkältungen schützt - was bei gewöhnlichen flugpassagieren für verwunderung sorgte und im netz für häme .
"
DE-5901-SYSTEM-REFERENCE-BERT,"in den asiatischen metropolen ist die maske von sängerin ariana grande auf dem vormarsch .
in manchen ländern kommt die [unk] [unk] courtesy mask ' ' zum einsatz .
","atemschutzmasken helfen gegen pollen, feinstaub und smog.
inzwischen müssen sie auch noch gut aussehen - smog couture eben."
DE-5901-REFERENCE-SYSTEM-BERT,"atemschutzmasken helfen gegen pollen, feinstaub und smog.
inzwischen müssen sie auch noch gut aussehen - smog couture eben.","in den asiatischen metropolen ist die maske von sängerin ariana grande auf dem vormarsch .
in manchen ländern kommt die [unk] [unk] courtesy mask ' ' zum einsatz .
"
DE-7219-SYSTEM-REFERENCE-PG,"derbysieg und tabellenführung mit voller punktzahl : nach vier spieltagen ist antonio conte endgültig heimgekehrt nach italien .
mehr noch , er beweist gerade , dass man vom juventus-urgestein zum umjubelten condottiere der alten erzrivalin internazionale mutieren kann , ohne ewig von den einen als verräter verunglimpft und den anderen als eindringling beäugt zu werden .
","antonio conte gewinnt als inter-trainer in bewährtem stil.
sein team bleibt ungeschlagen, während sich milan in der melancholie des mittelmaßes einrichten muss."
DE-7219-REFERENCE-SYSTEM-PG,"antonio conte gewinnt als inter-trainer in bewährtem stil.
sein team bleibt ungeschlagen, während sich milan in der melancholie des mittelmaßes einrichten muss.","derbysieg und tabellenführung mit voller punktzahl : nach vier spieltagen ist antonio conte endgültig heimgekehrt nach italien .
mehr noch , er beweist gerade , dass man vom juventus-urgestein zum umjubelten condottiere der alten erzrivalin internazionale mutieren kann , ohne ewig von den einen als verräter verunglimpft und den anderen als eindringling beäugt zu werden .
"
DE-7219-SYSTEM-REFERENCE-BERT,"nach vier spieltagen ist antonio conte endgültig heimgekehrt nach italien .
inter mailands trainer antonio conte und romelu lukaku jubilieren im duett .
","antonio conte gewinnt als inter-trainer in bewährtem stil.
sein team bleibt ungeschlagen, während sich milan in der melancholie des mittelmaßes einrichten muss."
DE-7219-REFERENCE-SYSTEM-BERT,"antonio conte gewinnt als inter-trainer in bewährtem stil.
sein team bleibt ungeschlagen, während sich milan in der melancholie des mittelmaßes einrichten muss.","nach vier spieltagen ist antonio conte endgültig heimgekehrt nach italien .
inter mailands trainer antonio conte und romelu lukaku jubilieren im duett .
"
DE-175-SYSTEM-REFERENCE-PG,"eine viertelmillion tschechen geht nicht nur gegen ihren premierminister auf die straße - sondern auch für europa .
es sind die größten proteste seit dem ende der kommunistischen herrschaft .
warum interessiert das niemanden ?
","eine viertelmillion tschechen geht nicht nur gegen ihren premierminister auf die straße - sondern auch für europa.
es sind die größten proteste seit dem ende der kommunistischen herrschaft.
warum interessiert das niemanden?"
DE-175-REFERENCE-SYSTEM-PG,"eine viertelmillion tschechen geht nicht nur gegen ihren premierminister auf die straße - sondern auch für europa.
es sind die größten proteste seit dem ende der kommunistischen herrschaft.
warum interessiert das niemanden?","eine viertelmillion tschechen geht nicht nur gegen ihren premierminister auf die straße - sondern auch für europa .
es sind die größten proteste seit dem ende der kommunistischen herrschaft .
warum interessiert das niemanden ?
"
DE-175-SYSTEM-REFERENCE-BERT,"eine viertelmillion tschechen geht nicht nur gegen ihren premierminister auf die straße - sondern auch für europa .
es sind die größten proteste seit dem ende der kommunistischen herrschaft .
warum interessiert das niemanden ?
","eine viertelmillion tschechen geht nicht nur gegen ihren premierminister auf die straße - sondern auch für europa.
es sind die größten proteste seit dem ende der kommunistischen herrschaft.
warum interessiert das niemanden?"
DE-175-REFERENCE-SYSTEM-BERT,"eine viertelmillion tschechen geht nicht nur gegen ihren premierminister auf die straße - sondern auch für europa.
es sind die größten proteste seit dem ende der kommunistischen herrschaft.
warum interessiert das niemanden?","eine viertelmillion tschechen geht nicht nur gegen ihren premierminister auf die straße - sondern auch für europa .
es sind die größten proteste seit dem ende der kommunistischen herrschaft .
warum interessiert das niemanden ?
"
DE-9006-SYSTEM-REFERENCE-PG,"dokumentationen , die das innenleben eines fußball-vereins aus der intimsten warte präsentieren - aus der mannschaftskabine - , sind en vogue .
jüngst hat der 1 .
fc köln begonnen , auf dieser welle zu reiten .
","die leichtigkeit ist dahin, immer mehr spiegelt die dortmunder elf die verunsicherten auftritte ihres trainers wider.
für lucien favre werden die kommenden 14 tage entscheidend sein."
DE-9006-REFERENCE-SYSTEM-PG,"die leichtigkeit ist dahin, immer mehr spiegelt die dortmunder elf die verunsicherten auftritte ihres trainers wider.
für lucien favre werden die kommenden 14 tage entscheidend sein.","dokumentationen , die das innenleben eines fußball-vereins aus der intimsten warte präsentieren - aus der mannschaftskabine - , sind en vogue .
jüngst hat der 1 .
fc köln begonnen , auf dieser welle zu reiten .
"
DE-9006-SYSTEM-REFERENCE-BERT,"der 1 .
fc köln zeigt beim 0 : 0 bei schalke 04 , wie die spieler ihre leichtigkeit verloren haben .
das spiel der borussia spiegelt derzeit allzu sehr den mitunter verunsichert , ja zerzaust wirkenden auftritt ihres übungsleiters .
","die leichtigkeit ist dahin, immer mehr spiegelt die dortmunder elf die verunsicherten auftritte ihres trainers wider.
für lucien favre werden die kommenden 14 tage entscheidend sein."
DE-9006-REFERENCE-SYSTEM-BERT,"die leichtigkeit ist dahin, immer mehr spiegelt die dortmunder elf die verunsicherten auftritte ihres trainers wider.
für lucien favre werden die kommenden 14 tage entscheidend sein.","der 1 .
fc köln zeigt beim 0 : 0 bei schalke 04 , wie die spieler ihre leichtigkeit verloren haben .
das spiel der borussia spiegelt derzeit allzu sehr den mitunter verunsichert , ja zerzaust wirkenden auftritt ihres übungsleiters .
"
DE-4208-SYSTEM-REFERENCE-PG,"der britische premier boris johnson hat aus seinem treffen mit dem französischen präsidenten macron am donnerstag die gleiche botschaft mitgenommen wie am vortag aus berlin : das zwischen brüssel und london ausgehandelte austrittsabkommen sei nicht verhandelbar , so macron .
","frankreichs präsident macron bleibt beim besuch des britischen premiers hart, das brexit-abkommen sei nicht verhandelbar."
DE-4208-REFERENCE-SYSTEM-PG,"frankreichs präsident macron bleibt beim besuch des britischen premiers hart, das brexit-abkommen sei nicht verhandelbar.","der britische premier boris johnson hat aus seinem treffen mit dem französischen präsidenten macron am donnerstag die gleiche botschaft mitgenommen wie am vortag aus berlin : das zwischen brüssel und london ausgehandelte austrittsabkommen sei nicht verhandelbar , so macron .
"
DE-4208-SYSTEM-REFERENCE-BERT,"der britische premier hat aus seinem treffen mit dem französischen präsidenten emmanuel macron die gleiche botschaft mitgenommen wie am vortag aus berlin .
","frankreichs präsident macron bleibt beim besuch des britischen premiers hart, das brexit-abkommen sei nicht verhandelbar."
DE-4208-REFERENCE-SYSTEM-BERT,"frankreichs präsident macron bleibt beim besuch des britischen premiers hart, das brexit-abkommen sei nicht verhandelbar.","der britische premier hat aus seinem treffen mit dem französischen präsidenten emmanuel macron die gleiche botschaft mitgenommen wie am vortag aus berlin .
"
